unit_id,standard_id,standard_name,standard_type,disclosure_id,disclosure_name,requirement_id,requirement_text,requirement_type,is_omittable,year,hierarchy_level,parent_requirement
GRI304-2016-D304-2-Ra-v,GRI 304,Biodiversity,topic,304-2,"Significant impacts of activities,",a.v,Nature of significant direct and indirect impacts on biodiversity with reference to one or more of the following: Habitat conversion;,shall,True,2016,2,a
GRI304-2016-D304-2-Ra-vi,GRI 304,Biodiversity,topic,304-2,"Significant impacts of activities,",a.vi,Nature of significant direct and indirect impacts on biodiversity with reference to one or more of the following: Changes in ecological processes outside the natural range of variation (such as salinity or changes in groundwater level).,shall,True,2016,2,a
GRI304-2016-D304-2-Rb-i,GRI 304,Biodiversity,topic,304-2,"Significant impacts of activities,",b.i,Significant direct and indirect positive and negative impacts with reference to the following: Species affected;,shall,True,2016,2,b
GRI304-2016-D304-2-Rb-ii,GRI 304,Biodiversity,topic,304-2,"Significant impacts of activities,",b.ii,Significant direct and indirect positive and negative impacts with reference to the following: Extent of areas impacted;,shall,True,2016,2,b
GRI304-2016-D304-2-Rb-iii,GRI 304,Biodiversity,topic,304-2,"Significant impacts of activities,",b.iii,Significant direct and indirect positive and negative impacts with reference to the following: Duration of impacts;,shall,True,2016,2,b
GRI304-2016-D304-2-Rb-iv,GRI 304,Biodiversity,topic,304-2,"Significant impacts of activities,",b.iv,Significant direct and indirect positive and negative impacts with reference to the following: Reversibility or irreversibility of the impacts.,shall,True,2016,2,b
GRI304-2016-D304-3-Ra,GRI 304,Biodiversity,topic,304-3,Habitats protected or restored,a,"Size and location of all habitat areas protected or restored, and whether the success of the restoration measure was or is approved by independent external professionals.",shall,True,2016,1,
GRI304-2016-D304-3-Rb,GRI 304,Biodiversity,topic,304-3,Habitats protected or restored,b,Whether partnerships exist with third parties to protect or restore habitat areas distinct from where the organization has overseen and implemented restoration or protection measures.,shall,True,2016,1,
GRI304-2016-D304-3-Rc,GRI 304,Biodiversity,topic,304-3,Habitats protected or restored,c,Status of each area based on its condition at the close of the reporting period.,shall,True,2016,1,
GRI304-2016-D304-3-Rd,GRI 304,Biodiversity,topic,304-3,Habitats protected or restored,d,"Standards, methodologies, and assumptions used.",shall,True,2016,1,
GRI304-2016-D304-4-Ra-i,GRI 304,Biodiversity,topic,304-4,IUCN Red List species and national,a.i,"Total number of IUCN Red List species and national conservation list species with habitats in areas affected by the operations of the organization, by level of extinction risk: Critically endangered",shall,True,2016,2,a
GRI304-2016-D304-4-Ra-ii,GRI 304,Biodiversity,topic,304-4,IUCN Red List species and national,a.ii,"Total number of IUCN Red List species and national conservation list species with habitats in areas affected by the operations of the organization, by level of extinction risk: Endangered",shall,True,2016,2,a
GRI304-2016-D304-4-Ra-iii,GRI 304,Biodiversity,topic,304-4,IUCN Red List species and national,a.iii,"Total number of IUCN Red List species and national conservation list species with habitats in areas affected by the operations of the organization, by level of extinction risk: Vulnerable",shall,True,2016,2,a
GRI304-2016-D304-4-Ra-iv,GRI 304,Biodiversity,topic,304-4,IUCN Red List species and national,a.iv,"Total number of IUCN Red List species and national conservation list species with habitats in areas affected by the operations of the organization, by level of extinction risk: Near threatened",shall,True,2016,2,a
GRI304-2016-D304-4-Ra-v,GRI 304,Biodiversity,topic,304-4,IUCN Red List species and national,a.v,"Total number of IUCN Red List species and national conservation list species with habitats in areas affected by the operations of the organization, by level of extinction risk: Least concern",shall,True,2016,2,a
GRI305-2016-D305-1-Ra,GRI 305,Emissions,topic,305-1,Direct (Scope 1) GHG emissions,a,Gross direct (Scope 1) GHG emissions in metric tons of CO2 equivalent.,shall,True,2016,1,
GRI305-2016-D305-1-Rb,GRI 305,Emissions,topic,305-1,Direct (Scope 1) GHG emissions,b,"Gases included in the calculation; whether CO , CH , N O, HFCs, PFCs, SF , NF , or all. 2 4 2 6 3",shall,True,2016,1,
GRI305-2016-D305-1-Rc,GRI 305,Emissions,topic,305-1,Direct (Scope 1) GHG emissions,c,Biogenic CO2 emissions in metric tons of CO equivalent. 2,shall,True,2016,1,
GRI305-2016-D305-1-Rd-i,GRI 305,Emissions,topic,305-1,Direct (Scope 1) GHG emissions,d.i,"Base year for the calculation, if applicable, including: the rationale for choosing it;",shall,True,2016,2,d
GRI305-2016-D305-1-Rd-ii,GRI 305,Emissions,topic,305-1,Direct (Scope 1) GHG emissions,d.ii,"Base year for the calculation, if applicable, including: emissions in the base year;",shall,True,2016,2,d
GRI305-2016-D305-1-Rd-iii,GRI 305,Emissions,topic,305-1,Direct (Scope 1) GHG emissions,d.iii,"Base year for the calculation, if applicable, including: the context for any significant changes in emissions that triggered recalculations of base year emissions.",shall,True,2016,2,d
GRI305-2016-D305-1-Re,GRI 305,Emissions,topic,305-1,Direct (Scope 1) GHG emissions,e,"Source of the emission factors and the global warming potential (GWP) rates used, or a reference to the GWP source.",shall,True,2016,1,
GRI305-2016-D305-1-Rf,GRI 305,Emissions,topic,305-1,Direct (Scope 1) GHG emissions,f,"Consolidation approach for emissions; whether equity share, financial control, or operational control.",shall,True,2016,1,
GRI305-2016-D305-1-Rg,GRI 305,Emissions,topic,305-1,Direct (Scope 1) GHG emissions,g,"Standards, methodologies, assumptions, and/or calculation tools used.",shall,True,2016,1,
GRI305-2016-D305-2-Ra,GRI 305,Emissions,topic,305-2,Energy indirect (Scope 2) GHG,a,Gross location-based energy indirect (Scope 2) GHG emissions in metric tons of CO2 equivalent.,shall,True,2016,1,
GRI305-2016-D305-2-Rb,GRI 305,Emissions,topic,305-2,Energy indirect (Scope 2) GHG,b,"If applicable, gross market-based energy indirect (Scope 2) GHG emissions in metric tons of CO equivalent. 2",shall,True,2016,1,
GRI305-2016-D305-2-Rc,GRI 305,Emissions,topic,305-2,Energy indirect (Scope 2) GHG,c,"If available, the gases included in the calculation; whether CO , CH , N O, HFCs, PFCs, 2 4 2 SF , NF , or all. 6 3",shall,True,2016,1,
GRI305-2016-D305-2-Rd-i,GRI 305,Emissions,topic,305-2,Energy indirect (Scope 2) GHG,d.i,"Base year for the calculation, if applicable, including: the rationale for choosing it;",shall,True,2016,2,d
GRI305-2016-D305-2-Rd-ii,GRI 305,Emissions,topic,305-2,Energy indirect (Scope 2) GHG,d.ii,"Base year for the calculation, if applicable, including: emissions in the base year;",shall,True,2016,2,d
GRI305-2016-D305-2-Rd-iii,GRI 305,Emissions,topic,305-2,Energy indirect (Scope 2) GHG,d.iii,"Base year for the calculation, if applicable, including: the context for any significant changes in emissions that triggered recalculations of base year emissions.",shall,True,2016,2,d
GRI305-2016-D305-2-Re,GRI 305,Emissions,topic,305-2,Energy indirect (Scope 2) GHG,e,"Source of the emission factors and the global warming potential (GWP) rates used, or a reference to the GWP source.",shall,True,2016,1,
GRI305-2016-D305-2-Rf,GRI 305,Emissions,topic,305-2,Energy indirect (Scope 2) GHG,f,"Consolidation approach for emissions; whether equity share, financial control, or operational control.",shall,True,2016,1,
GRI305-2016-D305-2-Rg,GRI 305,Emissions,topic,305-2,Energy indirect (Scope 2) GHG,g,"Standards, methodologies, assumptions, and/or calculation tools used.",shall,True,2016,1,
GRI305-2016-D305-3-Ra,GRI 305,Emissions,topic,305-3,Other indirect (Scope 3) GHG,a,Gross other indirect (Scope 3) GHG emissions in metric tons of CO2 equivalent.,shall,True,2016,1,
GRI305-2016-D305-3-Rb,GRI 305,Emissions,topic,305-3,Other indirect (Scope 3) GHG,b,"If available, the gases included in the calculation; whether CO , CH , N O, HFCs, PFCs, 2 4 2 SF , NF , or all. 6 3",shall,True,2016,1,
GRI305-2016-D305-3-Rc,GRI 305,Emissions,topic,305-3,Other indirect (Scope 3) GHG,c,Biogenic CO2 emissions in metric tons of CO equivalent. 2,shall,True,2016,1,
GRI305-2016-D305-3-Rd,GRI 305,Emissions,topic,305-3,Other indirect (Scope 3) GHG,d,Other indirect (Scope 3) GHG emissions categories and activities included in the calculation.,shall,True,2016,1,
GRI305-2016-D305-3-Re-i,GRI 305,Emissions,topic,305-3,Other indirect (Scope 3) GHG,e.i,"Base year for the calculation, if applicable, including: the rationale for choosing it;",shall,True,2016,2,e
GRI305-2016-D305-3-Re-ii,GRI 305,Emissions,topic,305-3,Other indirect (Scope 3) GHG,e.ii,"Base year for the calculation, if applicable, including: emissions in the base year;",shall,True,2016,2,e
GRI305-2016-D305-3-Re-iii,GRI 305,Emissions,topic,305-3,Other indirect (Scope 3) GHG,e.iii,"Base year for the calculation, if applicable, including: the context for any significant changes in emissions that triggered recalculations of base year emissions.",shall,True,2016,2,e
GRI305-2016-D305-3-Rf,GRI 305,Emissions,topic,305-3,Other indirect (Scope 3) GHG,f,"Source of the emission factors and the global warming potential (GWP) rates used, or a reference to the GWP source.",shall,True,2016,1,
GRI305-2016-D305-3-Rg,GRI 305,Emissions,topic,305-3,Other indirect (Scope 3) GHG,g,"Standards, methodologies, assumptions, and/or calculation tools used.",shall,True,2016,1,
GRI305-2016-D305-4-Ra,GRI 305,Emissions,topic,305-4,GHG emissions intensity,a,GHG emissions intensity ratio for the organization.,shall,True,2016,1,
GRI305-2016-D305-4-Rb,GRI 305,Emissions,topic,305-4,GHG emissions intensity,b,Organization-specific metric (the denominator) chosen to calculate the ratio.,shall,True,2016,1,
GRI305-2016-D305-4-Rc,GRI 305,Emissions,topic,305-4,GHG emissions intensity,c,"Types of GHG emissions included in the intensity ratio; whether direct (Scope 1), energy indirect (Scope 2), and/or other indirect (Scope 3).",shall,True,2016,1,
GRI305-2016-D305-4-Rd,GRI 305,Emissions,topic,305-4,GHG emissions intensity,d,"Gases included in the calculation; whether CO , CH , N O, HFCs, PFCs, SF , NF , or all. 2 4 2 6 3",shall,True,2016,1,
